VI	BI[0]	BI[1]	BI[2]	BI[3]	BW[0]	BW[1]	BW[2]	BW[3]
7080	0	11	0	0	0.8	0.2	0	0
7081	1	6	0	0	0.7	0.3	0	0
7082	1	6	0	0	0.7	0.3	0	0
7083	1	6	0	0	0.55	0.45	0	0
7084	1	6	0	0	0.55	0.45	0	0
7085	11	29	0	0	0.25	0.75	0	0
7086	29	0	0	0	1	0	0	0
7087	29	0	0	0	1	0	0	0
7088	11	29	0	0	0.25	0.75	0	0
7089	39	0	0	0	1	0	0	0
7090	39	0	0	0	1	0	0	0
7091	35	39	0	0	0.75	0.25	0	0
7092	35	39	0	0	0.75	0.25	0	0
7093	40	0	0	0	1	0	0	0
7094	40	0	0	0	1	0	0	0
7095	40	0	0	0	1	0	0	0
7096	40	0	0	0	1	0	0	0
7097	0	11	0	0	0.1	0.9	0	0
7098	0	11	0	0	0.25	0.75	0	0
7099	0	11	0	0	0.1	0.9	0	0
7100	41	0	0	0	1	0	0	0
7101	41	0	0	0	1	0	0	0
7102	41	42	0	0	0.75	0.25	0	0
7103	41	42	0	0	0.75	0.25	0	0
7104	30	0	0	0	1	0	0	0
7105	30	0	0	0	1	0	0	0
7106	30	0	0	0	1	0	0	0
7107	30	0	0	0	1	0	0	0
7108	38	42	0	0	0.25	0.75	0	0
7109	38	42	0	0	0.25	0.75	0	0
7110	42	0	0	0	1	0	0	0
7111	42	0	0	0	1	0	0	0
7112	31	0	0	0	1	0	0	0
7113	31	0	0	0	1	0	0	0
7114	31	0	0	0	1	0	0	0
7115	31	0	0	0	1	0	0	0
7116	11	29	0	0	0.9	0.1	0	0
7117	11	29	0	0	0.75	0.25	0	0
7118	11	29	0	0	0.75	0.25	0	0
7119	11	29	0	0	0.9	0.1	0	0
7120	38	0	0	0	1	0	0	0
7121	38	0	0	0	1	0	0	0
7122	38	0	0	0	1	0	0	0
7123	38	0	0	0	1	0	0	0
7124	36	0	0	0	1	0	0	0
7125	36	0	0	0	1	0	0	0
7126	30	36	41	0	0.675	0.225	0.1	0
7127	30	36	41	0	0.675	0.225	0.1	0
7128	28	30	0	0	0.9	0.1	0	0
7129	28	0	0	0	1	0	0	0
7130	28	0	0	0	1	0	0	0
7131	28	30	0	0	0.9	0.1	0	0
7132	11	29	0	0	0.25	0.75	0	0
7133	29	0	0	0	1	0	0	0
7134	29	0	0	0	1	0	0	0
7135	11	29	0	0	0.25	0.75	0	0
7136	30	32	0	0	0.75	0.25	0	0
7137	30	32	41	0	0.675	0.25	0.075	0
7138	30	32	41	0	0.81	0.1	0.09	0
7139	30	32	0	0	0.9	0.1	0	0
7140	11	0	0	0	1	0	0	0
7141	11	0	0	0	1	0	0	0
7142	11	0	0	0	1	0	0	0
7143	11	0	0	0	1	0	0	0
7144	28	30	0	0	0.75	0.25	0	0
7145	28	30	0	0	0.9	0.1	0	0
7146	28	30	0	0	0.9	0.1	0	0
7147	28	30	0	0	0.75	0.25	0	0
7148	11	0	0	0	1	0	0	0
7149	11	0	0	0	1	0	0	0
7150	11	0	0	0	1	0	0	0
7151	11	0	0	0	1	0	0	0
7152	38	42	0	0	0.25	0.75	0	0
7153	42	0	0	0	1	0	0	0
7154	42	0	0	0	1	0	0	0
7155	38	42	0	0	0.25	0.75	0	0
7156	28	30	0	0	0.9	0.1	0	0
7157	28	30	0	0	0.75	0.25	0	0
7158	28	30	0	0	0.75	0.25	0	0
7159	28	30	0	0	0.9	0.1	0	0
7160	0	1	0	0	0.75	0.25	0	0
7161	0	1	0	0	0.75	0.25	0	0
7162	0	1	11	0	0.81	0.1	0.09	0
7163	0	1	11	0	0.81	0.1	0.09	0
7164	11	0	0	0	1	0	0	0
7165	11	0	0	0	1	0	0	0
7166	11	0	0	0	1	0	0	0
7167	11	0	0	0	1	0	0	0
7168	28	30	0	0	0.9	0.1	0	0
7169	28	30	0	0	0.75	0.25	0	0
7170	28	30	0	0	0.75	0.25	0	0
7171	28	30	0	0	0.9	0.1	0	0
7172	11	0	0	0	1	0	0	0
7173	11	0	0	0	1	0	0	0
7174	11	0	0	0	1	0	0	0
7175	11	0	0	0	1	0	0	0
7176	42	0	0	0	1	0	0	0
7177	42	0	0	0	1	0	0	0
7178	38	42	0	0	0.25	0.75	0	0
7179	38	42	0	0	0.25	0.75	0	0
7180	11	0	0	0	1	0	0	0
7181	11	0	0	0	1	0	0	0
7182	11	0	0	0	1	0	0	0
7183	11	0	0	0	1	0	0	0
7184	30	34	0	0	0.25	0.75	0	0
7185	30	34	0	0	0.75	0.25	0	0
7186	30	34	0	0	0.25	0.75	0	0
7187	11	0	0	0	1	0	0	0
7188	11	0	0	0	1	0	0	0
7189	11	0	0	0	1	0	0	0
7190	11	0	0	0	1	0	0	0
7191	38	0	0	0	1	0	0	0
7192	38	0	0	0	1	0	0	0
7193	38	0	0	0	1	0	0	0
7194	38	0	0	0	1	0	0	0
7195	0	11	0	0	0.1	0.9	0	0
7196	11	0	0	0	1	0	0	0
7197	11	0	0	0	1	0	0	0
7198	0	11	0	0	0.1	0.9	0	0
7199	31	0	0	0	1	0	0	0
7200	31	0	0	0	1	0	0	0
7201	31	0	0	0	1	0	0	0
7202	31	0	0	0	1	0	0	0
7203	11	0	0	0	1	0	0	0
7204	11	0	0	0	1	0	0	0
7205	11	0	0	0	1	0	0	0
7206	11	0	0	0	1	0	0	0
7207	38	0	0	0	1	0	0	0
7208	38	0	0	0	1	0	0	0
7209	38	0	0	0	1	0	0	0
7210	38	0	0	0	1	0	0	0
7211	5	7	0	0	0.25	0.75	0	0
7212	5	7	0	0	0.75	0.25	0	0
7213	5	7	0	0	0.75	0.25	0	0
7214	5	7	0	0	0.25	0.75	0	0
7215	30	34	0	0	0.75	0.25	0	0
7216	28	30	0	0	0.15	0.85	0	0
7217	28	30	0	0	0.15	0.85	0	0
7218	30	0	0	0	1	0	0	0
7219	30	0	0	0	1	0	0	0
7220	28	30	0	0	0.15	0.85	0	0
7221	28	30	0	0	0.15	0.85	0	0
7222	30	0	0	0	1	0	0	0
7223	32	0	0	0	1	0	0	0
7224	32	0	0	0	1	0	0	0
7225	32	33	0	0	0.75	0.25	0	0
7226	32	33	0	0	0.75	0.25	0	0
7227	40	0	0	0	1	0	0	0
7228	40	0	0	0	1	0	0	0
7229	40	0	0	0	1	0	0	0
7230	40	0	0	0	1	0	0	0
7231	38	42	0	0	0.25	0.75	0	0
7232	42	0	0	0	1	0	0	0
7233	42	0	0	0	1	0	0	0
7234	38	42	0	0	0.25	0.75	0	0
7235	30	34	0	0	0.75	0.25	0	0
7236	30	34	0	0	0.75	0.25	0	0
7237	34	35	0	0	0.75	0.25	0	0
7238	28	30	0	0	0.15	0.85	0	0
7239	30	34	0	0	0.75	0.25	0	0
7240	28	30	34	0	0.1125	0.6375	0.25	0
7241	0	11	0	0	0.75	0.25	0	0
7242	0	11	0	0	0.75	0.25	0	0
7243	0	11	0	0	0.25	0.75	0	0
7244	0	11	0	0	0.75	0.25	0	0
7245	38	0	0	0	1	0	0	0
7246	38	0	0	0	1	0	0	0
7247	38	0	0	0	1	0	0	0
7248	38	0	0	0	1	0	0	0
7249	0	11	0	0	0.25	0.75	0	0
7250	0	11	0	0	0.1	0.9	0	0
7251	11	0	0	0	1	0	0	0
7252	11	0	0	0	1	0	0	0
7253	30	34	0	0	0.25	0.75	0	0
7254	34	35	0	0	0.75	0.25	0	0
7255	34	35	0	0	0.75	0.25	0	0
7256	30	34	0	0	0.25	0.75	0	0
7257	26	0	0	0	1	0	0	0
7258	26	0	0	0	1	0	0	0
7259	26	0	0	0	1	0	0	0
7260	26	0	0	0	1	0	0	0
7261	30	34	0	0	0.25	0.75	0	0
7262	30	34	0	0	0.75	0.25	0	0
7263	28	30	34	0	0.1125	0.6375	0.25	0
7264	11	0	0	0	1	0	0	0
7265	11	29	0	0	0.9	0.1	0	0
7266	11	29	0	0	0.9	0.1	0	0
7267	11	0	0	0	1	0	0	0
7268	28	30	0	0	0.15	0.85	0	0
7269	28	30	34	0	0.1125	0.6375	0.25	0
7270	30	34	0	0	0.75	0.25	0	0
7271	11	0	0	0	1	0	0	0
7272	11	0	0	0	1	0	0	0
7273	11	0	0	0	1	0	0	0
7274	11	0	0	0	1	0	0	0
7275	30	34	0	0	0.75	0.25	0	0
7276	30	34	0	0	0.25	0.75	0	0
7277	28	30	34	0	0.1125	0.6375	0.25	0
7278	30	34	0	0	0.25	0.75	0	0
7279	28	30	34	0	0.1125	0.6375	0.25	0
7280	30	34	0	0	0.25	0.75	0	0
7281	32	0	0	0	1	0	0	0
7282	32	0	0	0	1	0	0	0
7283	30	32	0	0	0.75	0.25	0	0
7284	30	32	0	0	0.75	0.25	0	0
7285	11	0	0	0	1	0	0	0
7286	11	0	0	0	1	0	0	0
7287	11	0	0	0	1	0	0	0
7288	11	0	0	0	1	0	0	0
7289	0	0	0	0	1	0	0	0
7290	0	1	0	0	0.9	0.1	0	0
7291	0	1	0	0	0.9	0.1	0	0
7292	0	0	0	0	1	0	0	0
7293	11	0	0	0	1	0	0	0
7294	11	0	0	0	1	0	0	0
7295	11	0	0	0	1	0	0	0
7296	11	0	0	0	1	0	0	0
7297	41	0	0	0	1	0	0	0
7298	41	0	0	0	1	0	0	0
7299	30	32	41	0	0.675	0.1	0.225	0
7300	30	32	41	0	0.675	0.1	0.225	0
7301	0	11	0	0	0.75	0.25	0	0
7302	0	11	0	0	0.75	0.25	0	0
7303	0	11	0	0	0.25	0.75	0	0
7304	0	11	0	0	0.1	0.9	0	0
7305	37	40	0	0	0.75	0.25	0	0
7306	37	40	0	0	0.75	0.25	0	0
7307	37	0	0	0	1	0	0	0
7308	37	0	0	0	1	0	0	0
7309	11	0	0	0	1	0	0	0
7310	11	0	0	0	1	0	0	0
7311	11	0	0	0	1	0	0	0
7312	11	0	0	0	1	0	0	0
7313	33	0	0	0	1	0	0	0
7314	31	33	0	0	0.25	0.75	0	0
7315	31	33	0	0	0.25	0.75	0	0
7316	33	0	0	0	1	0	0	0
7317	30	34	0	0	0.25	0.75	0	0
7318	34	35	0	0	0.75	0.25	0	0
7319	30	34	0	0	0.75	0.25	0	0
7320	31	0	0	0	1	0	0	0
7321	31	0	0	0	1	0	0	0
7322	31	0	0	0	1	0	0	0
7323	31	0	0	0	1	0	0	0
7324	32	0	0	0	1	0	0	0
7325	32	0	0	0	1	0	0	0
7326	30	32	41	0	0.675	0.25	0.075	0
7327	30	32	0	0	0.75	0.25	0	0
7328	36	0	0	0	1	0	0	0
7329	36	0	0	0	1	0	0	0
7330	30	36	0	0	0.75	0.25	0	0
7331	30	36	0	0	0.75	0.25	0	0
7332	0	11	0	0	0.1	0.9	0	0
7333	0	11	0	0	0.1	0.9	0	0
7334	0	11	0	0	0.25	0.75	0	0
7335	0	11	0	0	0.25	0.75	0	0
7336	0	11	0	0	0.75	0.25	0	0
7337	0	11	0	0	0.8	0.2	0	0
7338	0	0	0	0	1	0	0	0
7339	0	11	0	0	0.75	0.25	0	0
7340	0	1	0	0	0.75	0.25	0	0
7341	0	1	0	0	0.75	0.25	0	0
7342	0	1	0	0	0.9	0.1	0	0
7343	0	1	0	0	0.9	0.1	0	0
7344	36	0	0	0	1	0	0	0
7345	36	0	0	0	1	0	0	0
7346	30	36	41	0	0.675	0.225	0.1	0
7347	30	36	0	0	0.75	0.25	0	0
7348	39	0	0	0	1	0	0	0
7349	39	0	0	0	1	0	0	0
7350	39	0	0	0	1	0	0	0
7351	39	0	0	0	1	0	0	0
7352	30	0	0	0	1	0	0	0
7353	28	30	0	0	0.15	0.85	0	0
7354	28	30	0	0	0.15	0.85	0	0
7355	30	34	0	0	0.75	0.25	0	0
7356	0	11	0	0	0.25	0.75	0	0
7357	0	11	0	0	0.25	0.75	0	0
7358	11	0	0	0	1	0	0	0
7359	11	0	0	0	1	0	0	0
7360	31	33	0	0	0.25	0.75	0	0
7361	33	0	0	0	1	0	0	0
7362	33	0	0	0	1	0	0	0
7363	31	33	0	0	0.25	0.75	0	0
7364	29	0	0	0	1	0	0	0
7365	29	0	0	0	1	0	0	0
7366	29	0	0	0	1	0	0	0
7367	29	0	0	0	1	0	0	0
7368	0	1	0	0	0.9	0.1	0	0
7369	0	0	0	0	1	0	0	0
7370	0	0	0	0	1	0	0	0
7371	0	1	0	0	0.9	0.1	0	0
7372	28	0	0	0	1	0	0	0
7373	28	0	0	0	1	0	0	0
7374	26	28	0	0	0.1	0.9	0	0
7375	30	36	41	0	0.81	0.09	0.1	0
7376	30	0	0	0	1	0	0	0
7377	30	0	0	0	1	0	0	0
7378	30	36	41	0	0.81	0.09	0.1	0
7379	0	0	0	0	1	0	0	0
7380	0	0	0	0	1	0	0	0
7381	0	0	0	0	1	0	0	0
7382	0	0	0	0	1	0	0	0
7383	0	1	0	0	0.5	0.5	0	0
7384	0	1	0	0	0.5	0.5	0	0
7385	0	1	0	0	0.5	0.5	0	0
7386	0	1	0	0	0.5	0.5	0	0
7387	4	6	0	0	0.75	0.25	0	0
7388	1	4	6	0	0.1875	0.25	0.5625	0
7389	1	4	6	0	0.1875	0.25	0.5625	0
7390	4	6	0	0	0.75	0.25	0	0
7391	1	4	6	0	0.1875	0.25	0.5625	0
7392	4	6	0	0	0.75	0.25	0	0
7393	4	6	0	0	0.75	0.25	0	0
7394	1	4	6	0	0.1875	0.25	0.5625	0
7395	1	6	0	0	0.7	0.3	0	0
7396	1	6	0	0	0.55	0.45	0	0
7397	1	6	0	0	0.55	0.45	0	0
7398	1	6	0	0	0.7	0.3	0	0
7399	1	4	6	0	0.1875	0.25	0.5625	0
7400	1	6	0	0	0.55	0.45	0	0
7401	1	6	0	0	0.55	0.45	0	0
7402	1	4	6	0	0.1875	0.25	0.5625	0
7403	4	6	0	0	0.75	0.25	0	0
7404	4	0	0	0	1	0	0	0
7405	4	0	0	0	1	0	0	0
7406	4	6	0	0	0.75	0.25	0	0
7407	4	26	27	0	0.45	0.1	0.45	0
7408	4	26	27	0	0.45	0.1	0.45	0
7409	4	26	27	0	0.45	0.1	0.45	0
7410	4	26	27	0	0.45	0.1	0.45	0
7411	4	26	27	0	0.45	0.1	0.45	0
7412	4	6	0	0	0.75	0.25	0	0
7413	4	6	0	0	0.75	0.25	0	0
7414	4	26	27	0	0.45	0.1	0.45	0
7415	4	26	27	0	0.45	0.1	0.45	0
7416	4	26	27	0	0.45	0.1	0.45	0
7417	4	26	27	0	0.45	0.1	0.45	0
7418	4	26	27	0	0.45	0.1	0.45	0
7419	4	0	0	0	1	0	0	0
7420	4	26	27	0	0.45	0.1	0.45	0
7421	4	26	27	0	0.45	0.1	0.45	0
7422	4	0	0	0	1	0	0	0
7423	4	5	0	0	0.5	0.5	0	0
7424	4	5	0	0	0.5	0.5	0	0
7425	4	5	0	0	0.5	0.5	0	0
7426	4	5	0	0	0.5	0.5	0	0
7427	4	5	0	0	0.5	0.5	0	0
7428	4	5	0	0	0.5	0.5	0	0
7429	4	5	0	0	0.5	0.5	0	0
7430	4	5	0	0	0.5	0.5	0	0
7431	29	0	0	0	1	0	0	0
7432	29	0	0	0	1	0	0	0
7433	29	0	0	0	1	0	0	0
7434	29	0	0	0	1	0	0	0
7435	4	5	0	0	0.25	0.75	0	0
7436	4	5	0	0	0.5	0.5	0	0
7437	4	5	0	0	0.25	0.75	0	0
7438	11	0	0	0	1	0	0	0
7439	11	0	0	0	1	0	0	0
7440	11	0	0	0	1	0	0	0
7441	29	43	0	0	0.9	0.1	0	0
7442	29	43	0	0	0.9	0.1	0	0
7443	29	0	0	0	1	0	0	0
7444	29	0	0	0	1	0	0	0
7445	11	0	0	0	1	0	0	0
7446	11	0	0	0	1	0	0	0
7447	11	0	0	0	1	0	0	0
7448	11	0	0	0	1	0	0	0
7449	11	0	0	0	1	0	0	0
7450	11	0	0	0	1	0	0	0
7451	11	0	0	0	1	0	0	0
7452	29	43	0	0	0.9	0.1	0	0
7453	29	43	0	0	0.9	0.1	0	0
7454	29	43	0	0	0.9	0.1	0	0
7455	29	43	0	0	0.9	0.1	0	0
7456	11	0	0	0	1	0	0	0
7457	11	0	0	0	1	0	0	0
7458	11	0	0	0	1	0	0	0
7459	11	0	0	0	1	0	0	0
7460	11	0	0	0	1	0	0	0
7461	11	0	0	0	1	0	0	0
7462	29	0	0	0	1	0	0	0
7463	29	0	0	0	1	0	0	0
7464	29	43	0	0	0.9	0.1	0	0
7465	29	43	0	0	0.9	0.1	0	0
7466	11	0	0	0	1	0	0	0
7467	11	0	0	0	1	0	0	0
7468	11	0	0	0	1	0	0	0
7469	11	0	0	0	1	0	0	0
7470	11	0	0	0	1	0	0	0
7471	11	0	0	0	1	0	0	0
7472	11	0	0	0	1	0	0	0
7473	4	5	0	0	0.25	0.75	0	0
7474	4	5	0	0	0.25	0.75	0	0
7475	4	5	0	0	0.25	0.75	0	0
7476	4	5	0	0	0.25	0.75	0	0
7477	4	5	0	0	0.25	0.75	0	0
7478	4	5	0	0	0.25	0.75	0	0
7479	4	5	0	0	0.25	0.75	0	0
7480	4	5	0	0	0.25	0.75	0	0
7481	1	6	0	0	0.55	0.45	0	0
7482	1	6	0	0	0.7	0.3	0	0
7483	1	6	0	0	0.7	0.3	0	0
7484	1	6	0	0	0.55	0.45	0	0
7485	1	6	0	0	0.7	0.3	0	0
7486	1	6	0	0	0.7	0.3	0	0
7487	1	6	0	0	0.7	0.3	0	0
7488	1	6	0	0	0.7	0.3	0	0
7489	1	6	0	0	0.55	0.45	0	0
7490	1	4	6	0	0.1875	0.25	0.5625	0
7491	1	4	6	0	0.1875	0.25	0.5625	0
7492	1	6	0	0	0.55	0.45	0	0
7493	4	5	0	0	0.5	0.5	0	0
7494	4	5	0	0	0.5	0.5	0	0
7495	4	5	0	0	0.25	0.75	0	0
7496	4	5	0	0	0.25	0.75	0	0
7497	29	0	0	0	1	0	0	0
7498	29	0	0	0	1	0	0	0
7499	29	0	0	0	1	0	0	0
7500	29	0	0	0	1	0	0	0
7501	4	5	0	0	0.5	0.5	0	0
7502	4	5	0	0	0.5	0.5	0	0
7503	4	5	0	0	0.5	0.5	0	0
7504	4	5	0	0	0.5	0.5	0	0
7505	4	5	0	0	0.5	0.5	0	0
7506	4	5	0	0	0.5	0.5	0	0
7507	4	5	0	0	0.5	0.5	0	0
7508	4	5	0	0	0.5	0.5	0	0
7509	4	5	0	0	0.5	0.5	0	0
7510	4	5	0	0	0.5	0.5	0	0
7511	4	5	0	0	0.5	0.5	0	0
7512	4	5	0	0	0.5	0.5	0	0
7513	4	5	0	0	0.5	0.5	0	0
7514	4	5	0	0	0.5	0.5	0	0
7515	4	5	0	0	0.5	0.5	0	0
7516	4	5	0	0	0.5	0.5	0	0
7517	4	5	0	0	0.25	0.75	0	0
7518	4	5	0	0	0.25	0.75	0	0
7519	4	5	0	0	0.5	0.5	0	0
7520	4	5	0	0	0.5	0.5	0	0
7521	4	5	0	0	0.25	0.75	0	0
7522	4	5	0	0	0.25	0.75	0	0
7523	4	5	0	0	0.25	0.75	0	0
7524	4	5	0	0	0.25	0.75	0	0
7525	1	4	6	0	0.1875	0.25	0.5625	0
7526	4	6	0	0	0.75	0.25	0	0
7527	4	6	0	0	0.75	0.25	0	0
7528	1	4	6	0	0.1875	0.25	0.5625	0
7529	4	5	0	0	0.25	0.75	0	0
7530	4	5	0	0	0.25	0.75	0	0
7531	4	5	0	0	0.25	0.75	0	0
7532	4	5	0	0	0.25	0.75	0	0
7533	4	27	0	0	0.75	0.25	0	0
7534	4	27	0	0	0.75	0.25	0	0
7535	4	27	0	0	0.75	0.25	0	0
7536	4	26	27	0	0.45	0.1	0.45	0
7537	38	42	0	0	0.25	0.75	0	0
7538	42	0	0	0	1	0	0	0
7539	42	0	0	0	1	0	0	0
7540	38	42	0	0	0.25	0.75	0	0
7541	4	5	27	0	0.5625	0.1875	0.25	0
7542	4	5	27	0	0.5625	0.1875	0.25	0
7543	4	5	27	0	0.5625	0.1875	0.25	0
7544	4	5	27	0	0.5625	0.1875	0.25	0
7545	0	1	0	0	0.25	0.75	0	0
7546	0	1	0	0	0.25	0.75	0	0
7547	0	1	0	0	0.25	0.75	0	0
7548	0	1	0	0	0.25	0.75	0	0
7549	29	43	0	0	0.9	0.1	0	0
7550	29	43	0	0	0.9	0.1	0	0
7551	29	0	0	0	1	0	0	0
7552	29	0	0	0	1	0	0	0
7553	38	0	0	0	1	0	0	0
7554	38	0	0	0	1	0	0	0
7555	38	0	0	0	1	0	0	0
7556	38	0	0	0	1	0	0	0
7557	29	43	0	0	0.9	0.1	0	0
7558	29	43	0	0	0.9	0.1	0	0
7559	29	43	0	0	0.9	0.1	0	0
7560	29	43	0	0	0.9	0.1	0	0
7561	4	5	0	0	0.5	0.5	0	0
7562	4	5	0	0	0.25	0.75	0	0
7563	4	5	0	0	0.25	0.75	0	0
7564	4	5	0	0	0.25	0.75	0	0
7565	4	5	0	0	0.5	0.5	0	0
7566	4	5	0	0	0.5	0.5	0	0
7567	4	5	0	0	0.25	0.75	0	0
7568	4	5	0	0	0.5	0.5	0	0
7569	4	5	0	0	0.5	0.5	0	0
7570	4	5	0	0	0.5	0.5	0	0
7571	4	5	0	0	0.5	0.5	0	0
7572	4	5	0	0	0.5	0.5	0	0
7573	28	30	0	0	0.9	0.1	0	0
7574	28	30	0	0	0.9	0.1	0	0
7575	28	30	0	0	0.9	0.1	0	0
7576	4	27	0	0	0.75	0.25	0	0
7577	4	5	0	0	0.75	0.25	0	0
7578	4	5	27	0	0.5625	0.1875	0.25	0
7579	4	27	0	0	0.75	0.25	0	0
7580	4	5	0	0	0.5	0.5	0	0
7581	4	5	0	0	0.5	0.5	0	0
7582	4	5	0	0	0.5	0.5	0	0
7583	4	5	0	0	0.5	0.5	0	0
7584	4	5	0	0	0.75	0.25	0	0
7585	4	0	0	0	1	0	0	0
7586	4	5	0	0	0.75	0.25	0	0
7587	4	5	27	0	0.5625	0.1875	0.25	0
7588	4	5	0	0	0.5	0.5	0	0
7589	4	5	0	0	0.25	0.75	0	0
7590	4	5	0	0	0.5	0.5	0	0
7591	4	5	0	0	0.5	0.5	0	0
7592	1	6	0	0	0.55	0.45	0	0
7593	1	4	6	0	0.1875	0.25	0.5625	0
7594	1	4	6	0	0.1875	0.25	0.5625	0
7595	1	6	0	0	0.55	0.45	0	0
7596	4	6	0	0	0.75	0.25	0	0
7597	4	0	0	0	1	0	0	0
7598	4	26	27	0	0.45	0.1	0.45	0
7599	4	6	0	0	0.75	0.25	0	0
7600	4	5	0	0	0.25	0.75	0	0
7601	4	5	0	0	0.25	0.75	0	0
7602	4	5	0	0	0.25	0.75	0	0
7603	4	5	0	0	0.5	0.5	0	0
7604	4	5	0	0	0.25	0.75	0	0
7605	5	7	0	0	0.75	0.25	0	0
7606	5	7	0	0	0.75	0.25	0	0
7607	4	5	0	0	0.25	0.75	0	0
7608	4	0	0	0	1	0	0	0
7609	4	26	27	0	0.1875	0.25	0.5625	0
7610	4	26	27	0	0.1875	0.25	0.5625	0
7611	4	26	27	0	0.45	0.1	0.45	0
7612	4	5	0	0	0.25	0.75	0	0
7613	4	5	0	0	0.25	0.75	0	0
7614	5	7	0	0	0.75	0.25	0	0
7615	4	5	0	0	0.25	0.75	0	0
7616	4	26	27	0	0.1875	0.25	0.5625	0
7617	4	27	0	0	0.75	0.25	0	0
7618	4	26	27	0	0.45	0.1	0.45	0
7619	4	26	27	0	0.1875	0.25	0.5625	0
7620	4	5	0	0	0.25	0.75	0	0
7621	4	5	0	0	0.25	0.75	0	0
7622	4	5	0	0	0.25	0.75	0	0
7623	4	5	0	0	0.25	0.75	0	0
7624	1	6	0	0	0.7	0.3	0	0
7625	1	6	0	0	0.55	0.45	0	0
7626	1	6	0	0	0.55	0.45	0	0
7627	1	6	0	0	0.7	0.3	0	0
7628	4	5	0	0	0.5	0.5	0	0
7629	4	5	0	0	0.5	0.5	0	0
7630	4	5	0	0	0.25	0.75	0	0
7631	4	5	0	0	0.25	0.75	0	0
7632	4	5	0	0	0.5	0.5	0	0
7633	4	5	0	0	0.5	0.5	0	0
7634	4	5	0	0	0.5	0.5	0	0
7635	4	5	0	0	0.5	0.5	0	0
7636	0	1	0	0	0.25	0.75	0	0
7637	1	6	0	0	0.85	0.15	0	0
7638	1	6	0	0	0.85	0.15	0	0
7639	0	1	0	0	0.25	0.75	0	0
7640	0	1	0	0	0.25	0.75	0	0
7641	0	1	0	0	0.25	0.75	0	0
7642	0	1	0	0	0.5	0.5	0	0
7643	0	1	0	0	0.5	0.5	0	0
7644	4	5	0	0	0.5	0.5	0	0
7645	4	5	0	0	0.25	0.75	0	0
7646	4	5	0	0	0.5	0.5	0	0
7647	4	5	0	0	0.5	0.5	0	0
7648	1	6	0	0	0.85	0.15	0	0
7649	1	6	0	0	0.7	0.3	0	0
7650	1	6	0	0	0.7	0.3	0	0
7651	1	6	0	0	0.85	0.15	0	0
7652	4	26	27	0	0.1875	0.25	0.5625	0
7653	26	0	0	0	1	0	0	0
7654	4	26	27	0	0.1875	0.25	0.5625	0
7655	4	5	0	0	0.25	0.75	0	0
7656	4	5	0	0	0.25	0.75	0	0
7657	4	5	0	0	0.25	0.75	0	0
7658	4	5	0	0	0.5	0.5	0	0
7659	4	26	27	0	0.45	0.1	0.45	0
7660	4	26	27	0	0.1875	0.25	0.5625	0
7661	4	26	27	0	0.1875	0.25	0.5625	0
7662	4	26	27	0	0.45	0.1	0.45	0
7663	28	30	0	0	0.75	0.25	0	0
7664	28	30	0	0	0.15	0.85	0	0
7665	28	30	0	0	0.15	0.85	0	0
7666	28	30	0	0	0.75	0.25	0	0
7667	4	26	27	0	0.1875	0.25	0.5625	0
7668	4	26	27	0	0.1875	0.25	0.5625	0
7669	26	27	0	0	0.65	0.35	0	0
7670	26	0	0	0	1	0	0	0
7671	28	30	0	0	0.75	0.25	0	0
7672	28	30	0	0	0.75	0.25	0	0
7673	28	30	0	0	0.15	0.85	0	0
7674	28	30	34	0	0.1125	0.6375	0.25	0
7675	4	26	27	0	0.1875	0.25	0.5625	0
7676	4	26	27	0	0.1875	0.25	0.5625	0
7677	26	27	0	0	0.65	0.35	0	0
7678	4	0	0	0	1	0	0	0
7679	4	27	0	0	0.75	0.25	0	0
7680	4	0	0	0	1	0	0	0
7681	4	5	0	0	0.25	0.75	0	0
7682	5	7	0	0	0.75	0.25	0	0
7683	4	5	0	0	0.25	0.75	0	0
7684	4	5	0	0	0.25	0.75	0	0
7685	0	11	0	0	0.5	0.5	0	0
7686	0	11	0	0	0.25	0.75	0	0
7687	0	11	0	0	0.25	0.75	0	0
7688	0	11	0	0	0.5	0.5	0	0
7689	5	7	0	0	0.75	0.25	0	0
7690	5	7	0	0	0.75	0.25	0	0
7691	5	7	0	0	0.75	0.25	0	0
7692	5	7	0	0	0.75	0.25	0	0
7693	4	5	0	0	0.25	0.75	0	0
7694	4	5	0	0	0.25	0.75	0	0
7695	5	7	0	0	0.75	0.25	0	0
7696	5	7	0	0	0.75	0.25	0	0
7697	11	0	0	0	1	0	0	0
7698	11	0	0	0	1	0	0	0
7699	11	0	0	0	1	0	0	0
7700	11	0	0	0	1	0	0	0
7701	11	0	0	0	1	0	0	0
7702	11	0	0	0	1	0	0	0
7703	11	0	0	0	1	0	0	0
7704	0	11	0	0	0.1	0.9	0	0
7705	11	0	0	0	1	0	0	0
7706	11	0	0	0	1	0	0	0
7707	0	11	0	0	0.1	0.9	0	0
7708	29	0	0	0	1	0	0	0
7709	29	0	0	0	1	0	0	0
7710	29	43	0	0	0.9	0.1	0	0
7711	29	43	0	0	0.9	0.1	0	0
7712	11	0	0	0	1	0	0	0
7713	11	0	0	0	1	0	0	0
7714	11	0	0	0	1	0	0	0
7715	11	0	0	0	1	0	0	0
7716	4	5	0	0	0.25	0.75	0	0
